LoanRange,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsRetained,DateApproved,Lender,CD
a $5-10 million,ALL NATIVE MANAGED SERVICES COMPANY,1 Mission Drive,WINNEBAGO,NE,68071,541611,Corporation,Unanswered,Unanswered,Unanswered,,355,4/13/2020,Great Western Bank,NE - 01
a $5-10 million,"ATLASMEDSTAFF, LLC",11159 Mill Valley Road,OMAHA,NE,68154,561320,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,,4/27/2020,Great Western Bank,NE - 02
a $5-10 million,AURORA COOPERATIVE ELEVATOR COMPANY,2225 Q ST,AURORA,NE,68818,325193,Corporation,Unanswered,Unanswered,Unanswered,,500,4/27/2020,CoBank ACB,NE - 03
a $5-10 million,BUILDERTREND SOLUTIONS INC.,11818 I St,OMAHA,NE,68137,511210,Corporation,White,Male Owned,Non-Veteran,,497,4/6/2020,Northwest Bank,NE - 02
a $5-10 million,"BUSCO, INC.",4220 S 52nd Street,OMAHA,NE,68117,485510,Corporation,Unanswered,Unanswered,Unanswered,,500,4/28/2020,Union Bank and Trust Company,NE - 02
a $5-10 million,BWS LEASING INC,1801 S 54TH ST,OMAHA,NE,68106,561330,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,449,4/27/2020,Security National Bank of Omaha,NE - 02
a $5-10 million,"CHEYENNE COUNTY HOSPITAL ASSOCIATION, INC",1000 Pole Creek Crossing,SIDNEY,NE,69162,622110,Non-Profit Organization,White,Male Owned,Non-Veteran,Y,411,4/4/2020,Points West Community Bank,NE - 03
a $5-10 million,"COOPERATIVE PRODUCERS, INC.",265 N Showboat,HASTINGS,NE,68901,424910,Corporation,Unanswered,Unanswered,Unanswered,,368,4/13/2020,CoBank ACB,NE - 03
a $5-10 million,"DATA SYSTEMS, INC.",6515 S 118TH ST,OMAHA,NE,68137,423430,Corporation,Unanswered,Unanswered,Unanswered,,462,4/9/2020,Waukesha State Bank,NE - 02
a $5-10 million,"DRM, INC.",5324 N 134th Ave,OMAHA,NE,68164,722513,Subchapter S Corporation,White,Male Owned,Non-Veteran,,250,4/4/2020,"Lake Forest Bank & Trust Company, National Association",NE - 02
a $5-10 million,E&N INC,1408 VETERANS DR Suite 202,ELKHORN,NE,68022,722513,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,4/10/2020,First National Bank of Omaha,NE - 02
a $5-10 million,FBG SERVICE CORPORATOIN,407 S 27th Ave,OMAHA,NE,68127,561720,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,4/28/2020,First National Bank of Omaha,NE - 02
a $5-10 million,FLAGSHIP RESTAURANT GROUP LLC,14450 Eagle Run Drive Suite 100,OMAHA,NE,68116,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,4/3/2020,Five Points Bank,NE - 02
a $5-10 million,"FREMONT CONTRACT CARRIERS, INC.",865 S BUD BLVD,FREMONT,NE,68025,484121,Corporation,White,Unanswered,Unanswered,,0,4/3/2020,Pinnacle Bank,NE - 01
a $5-10 million,"FUSION HOLDINGS, INC.","11808 Grant St, Suite 100",OMAHA,NE,68164,561320,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,500,4/27/2020,Union Bank and Trust Company,NE - 02
a $5-10 million,HCI MANAGEMENT SERVICES COMPANY,1 Mission Drive,WINNEBAGO,NE,68071,541611,Corporation,Unanswered,Unanswered,Unanswered,,,4/13/2020,Great Western Bank,NE - 01
a $5-10 million,HERITAGE HOLDINGS L.P.,16934 Frances St #200,OMAHA,NE,68130,623311,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,500,4/10/2020,Northwest Bank,NE - 02
a $5-10 million,"JET LINX AVIATION, LLC",13030 Pierce Street Suite 100,OMAHA,NE,68144,481211,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,499,4/7/2020,Security National Bank of Omaha,NE - 02
a $5-10 million,"KEARNEY REGIONAL MEDICAL CENTER, LLC",804 22ND AVE,KEARNEY,NE,68845,622110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,4/13/2020,First National Bank of Omaha,NE - 03
a $5-10 million,"LANDMARK IMPLEMENT, INC",915 BREWSTER RD,HOLDREGE,NE,68949,423820,Corporation,Unanswered,Male Owned,Unanswered,,375,4/8/2020,Exchange Bank,NE - 03
a $5-10 million,LUTZ & COMPANY PC,13616 California St STE 300,OMAHA,NE,68154,541211,Corporation,Unanswered,Unanswered,Unanswered,,,4/9/2020,First National Bank of Omaha,NE - 02
a $5-10 million,MAINELLI MECHANICAL CONTRACTORS INC.,8701 N 29th St,OMAHA,NE,68112,238220,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,,4/9/2020,First National Bank of Omaha,NE - 01
a $5-10 million,NEBRASKA ORTHOPAEDIC HOSPITAL LLC,2808 S 143rd Plaza,OMAHA,NE,68144,622310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,4/8/2020,First National Bank of Omaha,NE - 02
a $5-10 million,"ONESTAFF MEDICAL, LLC",11718 NICHOLAS ST STE 101,OMAHA,NE,68154,621399,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,100,4/14/2020,American National Bank,NE - 02
a $5-10 million,"ONEWORLD COMMUNITY HEALTH CENTERS, INC",4920 S. 30th Street,OMAHA,NE,68107,621498,Corporation,Unanswered,Unanswered,Unanswered,,240,4/7/2020,American National Bank,NE - 01
a $5-10 million,"PRIME TIME HEALTH CARE, LLC",15380 WEIR ST,OMAHA,NE,68137,561311,Subchapter S Corporation,White,Unanswered,Non-Veteran,,500,4/14/2020,American National Bank,NE - 02
a $5-10 million,REGIONAL WEST PHYSICIANS CLINIC,"2 West 42nd Street, Suite 2600",SCOTTSBLUFF,NE,69361,621111,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,293,4/10/2020,Platte Valley Bank,NE - 03
a $5-10 million,"REHAB VISIONS, INC",11623 Arbor Street,OMAHA,NE,68144,621340,Subchapter S Corporation,White,Male Owned,Non-Veteran,,0,4/27/2020,"UMB Bank, National Association",NE - 02
a $5-10 million,"ROTELLA'S ITALIAN BAKERY, INC.",6949 S 108th,LA VISTA,NE,68128,311812,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,466,4/4/2020,Northwest Bank,NE - 02
a $5-10 million,"SAMPSON CONSTRUCTION CO., INC.",5825 S 14th St,LINCOLN,NE,68512,236220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,315,4/3/2020,Union Bank and Trust Company,NE - 01
a $5-10 million,"SOJERN, INC.",18135 BURKE ST SUITE 300,ELKHORN,NE,68022,541613,Corporation,Unanswered,Unanswered,Unanswered,,337,4/10/2020,Core Bank,NE - 02
a $5-10 million,"SPREETAIL, LLC",2021Transformation Dr 0.0,LINCOLN,NE,68521,454110,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,221,4/9/2020,"JPMorgan Chase Bank, National Association",NE - 01
a $5-10 million,STANDARD NUTRITION COMPANY,"11823 Arbor Street, Suite 100 PO BOX 3844",OMAHA,NE,68103,311119,Corporation,Unanswered,Male Owned,Non-Veteran,,467,4/5/2020,Pinnacle Bank,NE - 02
a $5-10 million,THE JAMES SKINNER CO.,4651 F ST,OMAHA,NE,68117,311813,Corporation,Unanswered,Unanswered,Unanswered,,500,5/30/2020,Security National Bank of Omaha,NE - 02
a $5-10 million,TSL COMPANY HOLDINS LTD,10001 S 152nd,OMAHA,NE,68138,484121,Corporation,Unanswered,Unanswered,Unanswered,,,4/10/2020,Great Western Bank,NE - 02
a $5-10 million,AIR GENERAL INC,403 The Hill,PORTSMOUTH,NH,3801,481112,Corporation,Unanswered,Unanswered,Unanswered,,500,5/3/2020,"Bank of America, National Association",NH - 01
a $5-10 million,ANDROSCOGGIN VALLEY HOSPITAL INC.,59 PAGE HILL ROAD,BERLIN,NH,3570,622110,Non-Profit Organization,Unanswered,Male Owned,Unanswered,Y,367,4/28/2020,Northway Bank,NH - 02
a $5-10 million,"CONCORD REGIONAL VISITING NURSE ASSOCIATION, INC.",30 Pillsbury Street,CONCORD,NH,3301,621610,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,395,4/7/2020,Bank of New Hampshire,NH - 02
a $5-10 million,"EASTERN PROPANE GAS, INC.",28 industrial way,ROCHESTER,NH,3867,447110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,4/11/2020,"TD Bank, National Association",NH - 01
a $5-10 million,HUGGINS HOSPITAL,240 South Main St.,WOLFEBORO,NH,3884,622110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,,4/28/2020,"Citizens Bank, National Association",NH - 01
a $5-10 million,MENTAL HEALTH CENTER GREATER MANCHESTER,"401 CYPRESS STREET 2 WALL STREET, SUITE 300",MANCHESTER,NH,3103,621420,Corporation,Unanswered,Unanswered,Unanswered,,,4/11/2020,"TD Bank, National Association",NH - 01
a $5-10 million,"MICRODESK, INC",10 Tara Blvd,NASHUA,NH,3062,541512,Subchapter S Corporation,White,Male Owned,Non-Veteran,,284,4/6/2020,Eastern Bank,NH - 02
a $5-10 million,"NAPOLI PSC SERIES, LLC",5 OVERLOOK DR,AMHERST,NH,3031,722513,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,4/6/2020,Enterprise Bank and Trust Company,NH - 02
a $5-10 million,"NEW ENGLAND FINISH SYSTEMS, LLC",1 DELAWARE DR,SALEM,NH,3079,238310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,325,4/10/2020,"TD Bank, National Association",NH - 02
a $5-10 million,"PLANESENSE, INC.",115 Flightline Road,PORTSMOUTH,NH,3801,481219,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,4/8/2020,Customers Bank,NH - 01
a $5-10 million,"RIVERBEND COMMUNITY MENTAL HEALTH, INC.",278 PLEASANT ST,CONCORD,NH,3302,621420,Corporation,Unanswered,Unanswered,Unanswered,,341,4/12/2020,"TD Bank, National Association",NH - 02
a $5-10 million,"SELECT DEMO SERVICES, LLC",40 Lowell Road,SALEM,NH,3079,238910,Corporation,White,Female Owned,Veteran,,375,4/10/2020,"TD Bank, National Association",NH - 02
a $5-10 million,SPEARE MEMORIAL HOSPITAL,16 HOSPITAL RD,PLYMOUTH,NH,3264,622110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,0,4/9/2020,Northway Bank,NH - 01
a $5-10 million,"THE GRANITE GROUP WHOLESALERS, LLC",6 STORRS ST,CONCORD,NH,3301,423620,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,500,4/8/2020,"People's United Bank, National Association",NH - 02
a $5-10 million,A-V SERVICES INC,99 Fairfield Road,FAIRFILED,NJ,7004,541512,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,4/15/2020,"PNC Bank, National Association",NJ - 11
a $5-10 million,A. P. CONSTRUCTION INC.,915 S. Black Horse Pike,BLACKWOOD,NJ,8012,237310,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,4/14/2020,"PNC Bank, National Association",NJ - 01
a $5-10 million,"ABOVE AND BEYOND - BUSINESS TOOLS AND SERVICES FOR ENTREPRENEURS, INC.",902 CARNEGIE CTR Suite 160,PRINCETON,NJ,8540,522320,Corporation,Unanswered,Unanswered,Unanswered,,500,4/9/2020,Radius Bank,NJ - 07
a $5-10 million,ACCU REFERENCE MEDICAL LAB LIMITED LIABILITY COMPANY,1901 E Linden Ave,LINDEN,NJ,7036,621511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,499,4/27/2020,Celtic Bank Corporation,NJ - 07
a $5-10 million,"ACENDA, INC.",42 SOUTH DELSEA DRIVE,GLASSBORO,NJ,8028,624110,Partnership,Unanswered,Unanswered,Unanswered,,0,4/14/2020,"TD Bank, National Association",NJ - 01
a $5-10 million,AERDUX INC,240 BENIGNO BLVD,BELLMAWR,NJ,8031,238390,Corporation,Unanswered,Unanswered,Non-Veteran,,115,4/13/2020,"PNC Bank, National Association",NJ - 01
a $5-10 million,"AIR GROUP, LLC",1 PRINCE RD,WHIPPANY,NJ,7981,238220,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,379,4/12/2020,Provident Bank,NJ - 11
a $5-10 million,"AJS ACQUISITIONS, LLC",67A Mountain Boulevard Extension,WARREN,NJ,7059,523910,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,285,4/14/2020,Manufacturers and Traders Trust Company,NJ - 07
a $5-10 million,"ALBIREO ENERGY, LLC",3 Ethel Road 0.0,EDISON,NJ,8817,238290,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,300,4/14/2020,"JPMorgan Chase Bank, National Association",NJ - 06
a $5-10 million,ALLAN BRITEWAY ELECTRICAL UTILITY CONTRACTORS INC,130 ALGONQUIN PKWY,WHIPPANY,NJ,7981,238210,Corporation,Unanswered,Male Owned,Unanswered,,,4/15/2020,Provident Bank,NJ - 11
a $5-10 million,"ALLAN INDUSTRIES, INC.",270 US Highway 46,ROCKAWAY,NJ,7866,561720,Corporation,White,Male Owned,Non-Veteran,,500,4/13/2020,"CRF Small Business Loan Company, LLC",NJ - 11
a $5-10 million,ALLIANCE SHIPPERS INC,516 SYLVAN AVE,ENGLEWOOD CLIFFS,NJ,7632,488510,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,421,4/13/2020,"PNC Bank, National Association",NJ - 09
a $5-10 million,"ALLSTATE SALES GROUP, INC.",670 North Beers Street,HOLMDEL,NJ,7733,238210,Corporation,White,Male Owned,Unanswered,,492,4/13/2020,Manufacturers and Traders Trust Company,NJ - 04
a $5-10 million,"AMERICAN FINANCIAL RESOURCES, INC.",9 Sylvan Way,PARSIPPANY,NJ,7054,522292,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,310,4/28/2020,Northeast Bank,NJ - 11
a $5-10 million,"AMERICAN FURNITURE RENTAL, INC.",720 Hylton Road,PENNSAUKEN TOWNSHIP,NJ,8110,532299,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,264,4/15/2020,Manufacturers and Traders Trust Company,NJ - 01
a $5-10 million,AMERICAN LIMOUSINE LLC,90 McKee Drive,MAHWAH,NJ,7430,485999,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,291,4/28/2020,Manufacturers and Traders Trust Company,NJ - 05
a $5-10 million,"AMERICAN MARITIME SERVICES OF NEW YORK, INC.",1 PENNVAL RD,WOODBRIDGE,NJ,7095,488390,Corporation,Unanswered,Male Owned,Unanswered,,195,4/15/2020,1st Constitution Bank,NJ - 06
a $5-10 million,"AMERICAN MUSICAL SUPPLY, INC.",8 THORNTON RD,OAKLAND,NJ,7436,451140,Corporation,White,Male Owned,Non-Veteran,,474,4/13/2020,Peapack-Gladstone Bank,NJ - 05
a $5-10 million,AMERICAN NEIGHBORHOOD MORTGAGE ACCEPTANCE COMPANY LLC,"700 East Gate Drive, Suite 400 0.0",MOUNT LAUREL,NJ,8054,522292,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,471,4/9/2020,"JPMorgan Chase Bank, National Association",NJ - 01
a $5-10 million,ANDERSON INTERIOR CONTRACTING,368 Passaic Avenue,FAIRFIELD,NJ,7004,238310,Corporation,White,Male Owned,Non-Veteran,,2,4/9/2020,"TD Bank, National Association",NJ - 11
a $5-10 million,APPLE FOOD SERVICE OF NEW JERSEY LLC,7 PEARL CT,ALLENDALE,NJ,7401,722513,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,24,4/8/2020,"TD Bank, National Association",NJ - 05
a $5-10 million,ARCHER & GREINER P.C.,One Centennial Square,HADDONFIELD,NJ,8033,541110,Corporation,Unanswered,Unanswered,Unanswered,,330,4/15/2020,"Fulton Bank, National Association",NJ - 01
a $5-10 million,ATLANTIC MEDICAL IMAGING LLC,72 W. Jimmie Leeds Road Suite 100,GALLOWAY,NJ,8205,621512,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,442,4/10/2020,"Fulton Bank, National Association",NJ - 02
a $5-10 million,"AUTO LENDER'S LIQUIDATION CENTER, INC.",104 ROUTE 73 North,VOORHEES,NJ,8043,441120,Corporation,Unanswered,Unanswered,Unanswered,,380,4/10/2020,"PNC Bank, National Association",NJ - 01
a $5-10 million,"AXTRIA, INC.","300 Connell Drive, 5th Floor 0.0",BERKELEY HEIGHTS,NJ,7922,541511,Corporation,Unanswered,Unanswered,Unanswered,,346,4/10/2020,"JPMorgan Chase Bank, National Association",NJ - 07
a $5-10 million,BECHT ENGINEERING CO. INC,"PO Box 300, 22 Church Street 0.0",LIBERTY CORNER,NJ,7938,541330,Corporation,Unanswered,Unanswered,Unanswered,,45,4/9/2020,"JPMorgan Chase Bank, National Association",NJ - 11
a $5-10 million,BELL CONTAINER CORP,615 Ferry St,NEWARK,NJ,7105,322211,Corporation,Unanswered,Male Owned,Unanswered,,272,4/11/2020,Valley National Bank,NJ - 08
a $5-10 million,BONLAND INDUSTRIES INC,50 NEWARK POMPTON TURNPIKE,WAYNE,NJ,7470,238220,Corporation,Unanswered,Unanswered,Unanswered,,109,4/15/2020,Valley National Bank,NJ - 11
a $5-10 million,"BRESSLER, AMERY & ROSS, P.C.",325 Columbia Turnpike,FLORHAM PARK,NJ,7932,541110,Corporation,Unanswered,Unanswered,Unanswered,,265,4/28/2020,Valley National Bank,NJ - 11
a $5-10 million,"BRETT DINOVI & ASSOCIATES, LLC",1000 CRAWFORD PL,MOUNT LAUREL,NJ,8054,621330,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,462,4/7/2020,"Wilmington Savings Fund Society, FSB",NJ - 01
a $5-10 million,BRIAD WENCO LLC,78 OKNER PARKWAY,LIVINGSTON,NJ,7039,722513,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,500,4/29/2020,"Bank of America, National Association",NJ - 07
a $5-10 million,BROADWAY HEALTHCARE MANAGEMENT LLC,"0 One University Plaza, Suite 206",HACKENSACK,NJ,7601,551112,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,500,4/27/2020,"Harvest Small Business Finance, LLC",NJ - 05
a $5-10 million,CARE PLUS NJ,610 Valley Health Plaza,PARAMUS,NJ,7652,621420,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,401,4/27/2020,Columbia Bank,NJ - 05
a $5-10 million,"CENTER FOR FAMILY SERVICES, INC.",584 Benson Street,CAMDEN,NJ,8103,624190,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,500,4/15/2020,"TD Bank, National Association",NJ - 01
a $5-10 million,CHIESA SHAHINIAN & GIANTOMASI PC,1 Boland Drive,WEST ORANGE,NJ,7052,541110,Corporation,Unanswered,Unanswered,Unanswered,,259,4/27/2020,Investors Bank,NJ - 10
a $5-10 million,"CHW GROUP, INC",1090 KING GEORGES POST RD,EDISON,NJ,8837,524128,Corporation,Unanswered,Unanswered,Unanswered,,0,4/5/2020,Chesapeake Bank,NJ - 06
a $5-10 million,COLE SCHOTZ PC,25 Main Street Court Plaza North,HACKENSACK,NJ,7601,551112,Corporation,Unanswered,Unanswered,Unanswered,,264,4/27/2020,ConnectOne Bank,NJ - 05
a $5-10 million,CONGOLEUM CORPORATION,3500 QUAKERBRIDGE RD,MERCERVILLE,NJ,8619,444190,Corporation,Unanswered,Unanswered,Unanswered,,330,4/11/2020,Quaint Oak Bank,NJ - 04
a $5-10 million,CONNELL FOLEY LLP,56 Livingston Avenue 0.0,ROSELAND,NJ,7068,541110,Partnership,Unanswered,Unanswered,Unanswered,,253,4/9/2020,"JPMorgan Chase Bank, National Association",NJ - 11
a $5-10 million,CPC BEHAVIORAL HEALTHCARE INC,10 INDUSTRIAL WAY E STE 108,EATONTOWN,NJ,7724,621420,Non-Profit Organization,Unanswered,Male Owned,Unanswered,Y,,4/13/2020,Provident Bank,NJ - 04
a $5-10 million,CREAM-O-LAND DAIRY INC,529 Cedar Lane,FLORENCE,NJ,8518,424430,Subchapter S Corporation,White,Male Owned,Non-Veteran,,452,4/7/2020,The Huntington National Bank,NJ - 03
a $5-10 million,CREATIVE MANAGEMENT SERVICES LLC,15 East Midland Avenue Suite 2B,PARAMUS,NJ,7652,561920,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,402,4/15/2020,Manufacturers and Traders Trust Company,NJ - 05
a $5-10 million,"CRYSTAL SPRINGS SERVICE, INC.",3621 Route 94,HAMBURG,NJ,7419,721110,Corporation,Unanswered,Unanswered,Unanswered,,500,4/28/2020,Lakeland Bank,NJ - 05
a $5-10 million,DATA INC,72 Summit Ave,MONTVALE,NJ,7645,541511,Corporation,Unanswered,Unanswered,Unanswered,,334,4/14/2020,"Bank of America, National Association",NJ - 05
a $5-10 million,DG3 NORTH AMERICA INC,100 BURMA RD,JERSEY CITY,NJ,7305,541613,Corporation,White,Unanswered,Non-Veteran,,319,4/27/2020,Peapack-Gladstone Bank,NJ - 08
a $5-10 million,DIAGNOSTICA STAGO INC,5 Century Drive Ste 1,PARSIPPANY,NJ,7054,423450,Corporation,Unanswered,Unanswered,Unanswered,,372,4/15/2020,"Bank of America, National Association",NJ - 11
a $5-10 million,DIVERSANT LLC,331 NEWMAN SPRINGS RD BLDG 3 STE 350 2ND FLR,RED BANK,NJ,7701,561311,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,500,4/29/2020,"OceanFirst Bank, National Association",NJ - 04
a $5-10 million,"DOHERTY APPLE FLORIDA, LLC",7 PEARL CT,ALLENDALE,NJ,7401,722513,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,4/9/2020,"TD Bank, National Association",NJ - 05
a $5-10 million,"EDGEWOOD PROPERTIES, INC.",1260 STELTON RD,PISCATAWAY,NJ,8854,531390,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,436,4/14/2020,Mid Penn Bank,NJ - 06
a $5-10 million,EIC ASSOCIATES INC,140 Mountain Ave,SPRINGFIELD,NJ,7081,237110,Corporation,Unanswered,Unanswered,Unanswered,,0,4/27/2020,Idaho First Bank,NJ - 07
a $5-10 million,"EII, INC.",530 South Avenue East,CRANFORD,NJ,7016,238210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,409,4/13/2020,"TD Bank, National Association",NJ - 07
a $5-10 million,EMPIRE INTERNATIONAL LTD.,225 Meadowlands Parkway,SECAUCUS,NJ,7094,485320,Corporation,Unanswered,Unanswered,Unanswered,,448,4/28/2020,First Oklahoma Bank,NJ - 08
a $5-10 million,"ENROUTE COMPUTER SOLUTIONS, INC. AND SUBSIDIARY","2511 FIRE RD, Suite A-4",EGG HARBOR TOWNSHIP,NJ,8234,541330,Employee Stock Ownership Plan(ESOP),Unanswered,Unanswered,Unanswered,,256,4/7/2020,"Wilmington Savings Fund Society, FSB",NJ - 02
a $5-10 million,EXCELCARE MEDICAL ASSOCIATES,718 TEANECK ROAD,TEANECK,NJ,7666,622110,Corporation,Unanswered,Unanswered,Unanswered,,213,4/14/2020,"TD Bank, National Association",NJ - 05
a $5-10 million,"EXPRESS FREIGHT SYSTEMS, INC.",20 MURRAY HILL PKWY STE 270,EAST RUTHERFORD,NJ,7073,484110,Corporation,Unanswered,Unanswered,Unanswered,,1,4/5/2020,"BankUnited, National Association",NJ - 09
a $5-10 million,"EXPRESS MANAGEMENT HOLDINGS FL, LLC",158 Tices Lane,EAST BRUNSWICK,NJ,8816,551112,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,500,4/15/2020,Manufacturers and Traders Trust Company,NJ - 06
a $5-10 million,"F&S PRODUCE CO., INC.",500 W Elmer Road,VINELAND,NJ,8360,311411,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,500,4/10/2020,Parke Bank,NJ - 02
a $5-10 million,FABUWOOD CABINETRY CORP.,69 Blanchard Street,NEWARK,NJ,7105,337110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,500,4/27/2020,The Bank of Princeton,NJ - 08
a $5-10 million,"FALASCA MECHANICAL, INC.",3329 N MILL RD,VINELAND,NJ,8360,238220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,200,4/9/2020,Century Savings Bank,NJ - 02
a $5-10 million,"FAPS, INC.",371 CRANEWAY ST,NEWARK,NJ,7114,811121,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,327,4/7/2020,"Webster Bank, National Association",NJ - 08
a $5-10 million,FORBES MEDIA LLC,499 Washington Blvd,JERSEY CITY,NJ,7310,519130,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,25,4/15/2020,City National Bank,NJ - 08
a $5-10 million,FULL STEAM STAFFING NJ LLC,226 Timber Drive,BERKELEY HEIGHTS,NJ,7922,541612,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,500,5/4/2020,Investors Bank,NJ - 07
a $5-10 million,"FURINO & SONS, INCORPORATED.(BROTHERS FOUR)",66 Columbia Road,BRANCHBURG,NJ,8876,236210,Corporation,Unanswered,Unanswered,Unanswered,,,4/15/2020,"PNC Bank, National Association",NJ - 07
a $5-10 million,"GALAXE.SOLUTIONS, INC.",2 Executive Drive - Suite 430,SOMERSET,NJ,8873,541519,Corporation,Unanswered,Unanswered,Unanswered,,0,4/27/2020,Sterling National Bank,NJ - 06
a $5-10 million,"GENERAL PLUMBING SUPPLY, INC",1000 New Durham Rd,EDISON,NJ,8817,423720,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,370,4/11/2020,"PNC Bank, National Association",NJ - 06
a $5-10 million,"GEORGE S. HALL, INC.",4 GATEHALL DR STE 2,PARSIPPANY,NJ,7054,236115,Corporation,Unanswered,Unanswered,Unanswered,,392,4/28/2020,"HSBC Bank USA, National Association",NJ - 11
a $5-10 million,GIBBONS P.C.,One Gateway Center,NEWARK,NJ,7102,541110,Corporation,Unanswered,Unanswered,Unanswered,,320,4/10/2020,"JPMorgan Chase Bank, National Association",NJ - 08
a $5-10 million,GRAY SUPPLY CORP,199 Franklin Road,RANDOLPH,NJ,7869,237130,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,263,4/28/2020,Valley National Bank,NJ - 07
a $5-10 million,"GROCERY HAULERS, INC.",485F ROUTE 1 SOUTH SUITE 310,ISELIN,NJ,8830,484121,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,369,4/15/2020,Manufacturers and Traders Trust Company,NJ - 06
a $5-10 million,H & M INTERNATIONAL TRANSPORTATION INC.,485 C US HIGHWAY 1,ISELIN,NJ,8830,488510,Corporation,Unanswered,Unanswered,Unanswered,,346,4/27/2020,Central Bank,NJ - 06
a $5-10 million,"HALE TRAILER BRAKE & WHEEL, INC",73 Cooper Rd,VOORHEES,NJ,8043,423110,Corporation,White,Male Owned,Non-Veteran,,412,4/5/2020,Columbia Bank,NJ - 01
a $5-10 million,HARVEST RESTAURANTS,2230 STATE ROUTE 10 W STE 2,MORRIS PLAINS,NJ,7950,722511,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,458,4/11/2020,"TD Bank, National Association",NJ - 11
a $5-10 million,"HEALTHCARE STAFFING & CONSULTING SERVICES, LLC",2535 John F. Kennedy Blvd,JERSEY CITY,NJ,7304,623110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,500,4/16/2020,Republic First Bank d/b/a Republic Bank,NJ - 08
a $5-10 million,"IEW CONSTRUCTION GROUP, INC.",75 Sculptors Way,HAMILTON,NJ,8619,237310,Corporation,Unanswered,Unanswered,Unanswered,,336,4/15/2020,"Santander Bank, National Association",NJ - 04
